contrato,dedicacion,remainder__salario,remainder__anos_de_experiencia,remainder__antiguedad_en_la_empresa_actual,remainder__anos_en_el_puesto_actual,remainder__cuantas_personas_tenes_a_cargo,remainder__edad,remainder__marvin_rol,remainder__cantidad_personas_encoded,remainder__modalidad_encoded,remainder__seniority_encoded
1.0,1.0,2221528.0,5.0,2.0,2.0,0.0,31.0,2.0,8.0,2.0,1.0
1.0,1.0,3800000.0,25.0,3.0,2.0,3.0,52.0,5.0,10.0,1.0,2.0
1.0,1.0,2420000.0,10.0,5.0,5.0,2.0,39.0,4.0,7.0,2.0,3.0
1.0,1.0,2200000.0,4.0,5.0,4.0,5.0,48.0,2.0,1.0,0.0,1.0
0.0,1.0,960000.0,2.0,0.0,1.0,0.0,22.0,5.0,2.0,2.0,0.0
1.0,1.0,3800000.0,12.0,6.0,6.0,0.0,35.0,4.0,3.0,2.0,2.0
1.0,1.0,2700000.0,7.0,2.0,6.0,0.0,37.0,4.0,2.0,2.0,2.0
0.0,1.0,3577379.0,9.0,0.0,1.0,0.0,27.0,2.0,6.0,2.0,2.0
0.0,1.0,2000000.0,4.0,0.0,0.0,1.0,28.0,5.0,2.0,2.0,3.0
0.0,1.0,3000000.0,14.0,3.0,3.0,0.0,37.0,2.0,2.0,2.0,2.0
1.0,1.0,2218000.0,10.0,12.0,3.0,8.0,40.0,5.0,4.0,1.0,2.0
0.0,1.0,2700000.0,3.0,1.0,3.0,0.0,31.0,4.0,2.0,2.0,1.0
0.0,1.0,5300000.0,12.0,1.0,8.0,0.0,40.0,2.0,8.0,2.0,2.0
1.0,1.0,2800000.0,10.0,1.0,6.0,2.0,49.0,6.0,8.0,1.0,2.0
1.0,1.0,3800000.0,8.0,3.0,3.0,0.0,31.0,4.0,6.0,2.0,2.0
0.0,1.0,2200000.0,3.0,0.0,3.0,0.0,33.0,5.0,1.0,1.0,1.0
1.0,1.0,3015000.0,4.0,0.0,2.0,0.0,27.0,3.0,10.0,1.0,1.0
0.0,1.0,3300000.0,9.0,2.0,8.0,0.0,35.0,2.0,2.0,2.0,2.0
0.0,1.0,4200000.0,10.0,1.0,3.0,8.0,30.0,4.0,4.0,2.0,3.0
0.0,1.0,5379000.0,8.0,3.0,3.0,1.0,32.0,4.0,2.0,2.0,2.0
0.0,1.0,1300000.0,0.0,0.0,0.0,0.0,40.0,5.0,1.0,2.0,0.0
1.0,1.0,4000000.0,12.0,1.0,1.0,3.0,37.0,3.0,3.0,2.0,2.0
0.0,1.0,4000000.0,6.0,1.0,6.0,0.0,24.0,2.0,3.0,2.0,2.0
0.0,1.0,2500000.0,5.0,5.0,5.0,0.0,35.0,2.0,6.0,2.0,1.0
1.0,1.0,1585725.0,3.0,1.0,3.0,0.0,23.0,2.0,3.0,1.0,1.0
0.0,1.0,5000000.0,4.0,1.0,1.0,0.0,32.0,2.0,5.0,2.0,1.0
0.0,1.0,5650000.0,15.0,3.0,4.0,2.0,28.0,4.0,2.0,2.0,2.0
0.0,1.0,3600000.0,3.0,0.0,0.0,0.0,31.0,6.0,8.0,1.0,1.0
1.0,1.0,2900000.0,4.0,2.0,2.0,0.0,31.0,3.0,8.0,2.0,1.0
0.0,1.0,5242500.0,7.0,1.0,1.0,0.0,31.0,4.0,2.0,2.0,2.0
1.0,1.0,4500000.0,7.0,4.0,2.0,4.0,27.0,4.0,7.0,1.0,3.0
0.0,1.0,2300000.0,3.0,0.0,0.0,0.0,37.0,2.0,6.0,2.0,1.0
1.0,1.0,3646000.0,11.0,2.0,2.0,0.0,29.0,3.0,6.0,2.0,2.0
0.0,1.0,2600000.0,3.0,1.0,1.0,0.0,34.0,4.0,1.0,2.0,1.0
1.0,1.0,2500000.0,15.0,1.0,15.0,25.0,35.0,4.0,8.0,1.0,2.0
0.0,1.0,4317000.0,8.0,2.0,2.0,4.0,34.0,2.0,4.0,2.0,3.0
1.0,1.0,2000000.0,4.0,3.0,3.0,0.0,36.0,2.0,7.0,2.0,1.0
0.0,0.0,800000.0,0.0,0.0,0.0,0.0,32.0,5.0,5.0,2.0,0.0
1.0,1.0,4290603.0,19.0,12.0,6.0,0.0,49.0,3.0,9.0,1.0,2.0
1.0,1.0,2600000.0,4.0,2.0,2.0,0.0,37.0,3.0,3.0,1.0,1.0
1.0,1.0,1800000.0,3.0,2.0,2.0,0.0,34.0,2.0,5.0,2.0,1.0
1.0,1.0,1688463.0,3.0,3.0,3.0,0.0,37.0,3.0,3.0,2.0,1.0
0.0,1.0,3500000.0,12.0,6.0,6.0,0.0,41.0,3.0,10.0,2.0,2.0
0.0,1.0,2840078.85,15.0,14.0,2.0,3.0,33.0,2.0,10.0,1.0,2.0
0.0,1.0,5000000.0,8.0,3.0,3.0,0.0,32.0,3.0,3.0,2.0,2.0
1.0,1.0,4500000.0,3.0,0.0,3.0,0.0,26.0,3.0,10.0,2.0,1.0
0.0,1.0,4560000.0,11.0,4.0,4.0,0.0,32.0,2.0,7.0,2.0,2.0
0.0,1.0,5000000.0,7.0,1.0,3.0,2.0,30.0,5.0,4.0,2.0,2.0
0.0,1.0,4000000.0,18.0,0.0,0.0,0.0,42.0,2.0,1.0,1.0,2.0
0.0,1.0,1100000.0,1.0,0.0,0.0,0.0,23.0,5.0,2.0,2.0,0.0
0.0,0.0,1404200.0,6.0,2.0,5.0,0.0,29.0,3.0,2.0,2.0,2.0
0.0,1.0,2800000.0,4.0,3.0,3.0,0.0,29.0,3.0,7.0,1.0,1.0
1.0,1.0,2200000.0,12.0,3.0,2.0,0.0,43.0,3.0,10.0,2.0,2.0
1.0,1.0,2000000.0,3.0,1.0,1.0,0.0,29.0,4.0,1.0,2.0,1.0
1.0,1.0,2800000.0,7.0,5.0,2.0,0.0,31.0,3.0,7.0,2.0,2.0
0.0,1.0,2040000.0,5.0,2.0,5.0,0.0,37.0,2.0,2.0,2.0,1.0
1.0,1.0,2450000.0,1.0,1.0,0.0,0.0,23.0,4.0,8.0,2.0,0.0
1.0,1.0,2100000.0,3.0,2.0,2.0,3.0,24.0,5.0,9.0,1.0,1.0
1.0,1.0,4000000.0,20.0,3.0,3.0,0.0,42.0,3.0,5.0,2.0,2.0
1.0,1.0,2083913.0,3.0,3.0,3.0,0.0,26.0,2.0,9.0,2.0,1.0
0.0,1.0,4200000.0,15.0,1.0,1.0,0.0,35.0,3.0,6.0,2.0,2.0
0.0,1.0,3800000.0,10.0,0.0,4.0,0.0,28.0,2.0,2.0,2.0,2.0
0.0,1.0,4820000.0,4.0,0.0,2.0,3.0,27.0,2.0,4.0,2.0,3.0
0.0,1.0,4500000.0,4.0,2.0,4.0,0.0,27.0,2.0,2.0,2.0,1.0
0.0,1.0,3850000.0,14.0,1.0,6.0,0.0,34.0,3.0,5.0,2.0,2.0
0.0,1.0,4960000.0,10.0,7.0,7.0,0.0,35.0,3.0,3.0,2.0,2.0
1.0,1.0,2300000.0,3.0,3.0,1.0,0.0,38.0,2.0,10.0,2.0,1.0
0.0,1.0,1400000.0,15.0,0.0,15.0,0.0,42.0,4.0,0.0,2.0,2.0
0.0,1.0,3415000.0,9.0,2.0,2.0,3.0,36.0,2.0,2.0,2.0,2.0
1.0,1.0,3200000.0,3.0,0.0,3.0,0.0,22.0,4.0,6.0,1.0,1.0
0.0,0.0,1700000.0,4.0,4.0,2.0,2.0,31.0,3.0,4.0,2.0,3.0
1.0,1.0,1400000.0,40.0,36.0,20.0,0.0,59.0,4.0,2.0,1.0,2.0
1.0,1.0,1858152.0,4.0,2.0,2.0,0.0,32.0,6.0,7.0,2.0,1.0
1.0,1.0,900000.0,0.0,0.0,0.0,0.0,49.0,5.0,8.0,1.0,0.0
0.0,1.0,1552867.0,2.0,0.0,2.0,0.0,28.0,2.0,1.0,2.0,0.0
1.0,1.0,2960000.0,5.0,5.0,2.0,4.0,44.0,2.0,2.0,1.0,3.0
1.0,1.0,1700000.0,2.0,1.0,1.0,0.0,33.0,5.0,10.0,2.0,0.0
1.0,1.0,1600000.0,4.0,4.0,4.0,0.0,36.0,2.0,2.0,2.0,1.0
1.0,1.0,5000000.0,25.0,10.0,10.0,15.0,46.0,4.0,2.0,2.0,3.0
1.0,1.0,6150000.0,25.0,0.0,5.0,5.0,44.0,2.0,2.0,1.0,3.0
1.0,1.0,980000.0,1.0,1.0,1.0,0.0,26.0,4.0,5.0,2.0,0.0
0.0,1.0,5400000.0,16.0,1.0,1.0,0.0,38.0,3.0,6.0,2.0,3.0
0.0,1.0,5400000.0,15.0,6.0,6.0,0.0,39.0,2.0,1.0,2.0,2.0
1.0,1.0,5100000.0,15.0,0.0,6.0,14.0,45.0,4.0,4.0,1.0,2.0
0.0,1.0,4440000.0,17.0,4.0,1.0,0.0,36.0,2.0,3.0,2.0,2.0
1.0,1.0,3050000.0,10.0,3.0,1.0,5.0,38.0,5.0,7.0,1.0,2.0
0.0,1.0,2400000.0,3.0,0.0,0.0,0.0,21.0,2.0,4.0,2.0,1.0
1.0,1.0,2500000.0,18.0,3.0,3.0,0.0,47.0,4.0,2.0,2.0,2.0
1.0,1.0,1000000.0,1.0,1.0,1.0,0.0,23.0,4.0,10.0,1.0,0.0
0.0,1.0,1035500.0,1.0,0.0,0.0,4.0,40.0,2.0,1.0,2.0,3.0
1.0,1.0,3500000.0,31.0,4.0,4.0,0.0,50.0,4.0,7.0,1.0,3.0
1.0,1.0,5891150.0,18.0,5.0,2.0,0.0,40.0,3.0,5.0,2.0,2.0
0.0,1.0,5400000.0,17.0,0.0,0.0,0.0,40.0,5.0,8.0,2.0,3.0
0.0,1.0,4200000.0,10.0,4.0,6.0,0.0,37.0,3.0,10.0,2.0,2.0
0.0,1.0,2400000.0,3.0,0.0,1.0,0.0,33.0,4.0,2.0,2.0,1.0
0.0,1.0,5900000.0,15.0,3.0,3.0,8.0,40.0,4.0,2.0,2.0,3.0
0.0,1.0,1918000.0,3.0,3.0,3.0,0.0,32.0,3.0,5.0,2.0,1.0
0.0,1.0,3100000.0,8.0,3.0,0.0,7.0,48.0,4.0,10.0,2.0,3.0
1.0,1.0,1800000.0,3.0,0.0,0.0,0.0,23.0,3.0,2.0,2.0,1.0
0.0,1.0,2764000.0,3.0,1.0,1.0,0.0,42.0,5.0,2.0,2.0,1.0
0.0,1.0,3150000.0,6.0,6.0,6.0,1.0,30.0,2.0,5.0,1.0,2.0
1.0,1.0,4600000.0,14.0,5.0,2.0,0.0,36.0,3.0,4.0,2.0,2.0
0.0,1.0,5000000.0,12.0,2.0,2.0,0.0,41.0,4.0,6.0,2.0,2.0
1.0,1.0,4200000.0,22.0,4.0,4.0,0.0,38.0,4.0,10.0,2.0,2.0
0.0,1.0,4500000.0,27.0,0.0,9.0,5.0,46.0,3.0,8.0,2.0,3.0
0.0,1.0,5832000.0,18.0,5.0,1.0,6.0,43.0,2.0,5.0,2.0,3.0
1.0,1.0,1532000.0,8.0,4.0,4.0,0.0,30.0,5.0,2.0,1.0,2.0
0.0,1.0,5000000.0,20.0,1.0,10.0,0.0,46.0,5.0,6.0,2.0,2.0
1.0,1.0,1100000.0,3.0,1.0,4.0,8.0,26.0,5.0,10.0,2.0,1.0
0.0,1.0,6160000.0,5.0,2.0,1.0,6.0,44.0,3.0,5.0,2.0,3.0
1.0,1.0,980000.0,2.0,2.0,2.0,0.0,45.0,5.0,5.0,1.0,0.0
1.0,1.0,4078582.0,6.0,4.0,1.0,1.0,32.0,4.0,8.0,1.0,2.0
1.0,1.0,2700000.0,4.0,2.0,1.0,1.0,34.0,4.0,5.0,2.0,1.0
1.0,1.0,3186000.0,12.0,4.0,4.0,0.0,46.0,3.0,10.0,1.0,2.0
1.0,1.0,1600000.0,7.0,7.0,0.0,0.0,26.0,2.0,4.0,1.0,2.0
1.0,1.0,3500000.0,10.0,1.0,1.0,0.0,37.0,5.0,2.0,1.0,2.0
1.0,1.0,3200000.0,5.0,2.0,0.0,0.0,29.0,5.0,2.0,1.0,1.0
1.0,1.0,5000000.0,20.0,5.0,5.0,7.0,39.0,4.0,2.0,2.0,2.0
0.0,1.0,1980000.0,6.0,2.0,2.0,0.0,41.0,2.0,9.0,2.0,2.0
1.0,1.0,2000000.0,4.0,3.0,2.0,3.0,32.0,4.0,2.0,1.0,1.0
1.0,1.0,2869500.0,7.0,2.0,3.0,0.0,35.0,5.0,8.0,1.0,2.0
1.0,1.0,2500000.0,5.0,2.0,1.0,4.0,23.0,4.0,2.0,2.0,3.0
0.0,1.0,1800000.0,3.0,0.0,1.0,0.0,34.0,3.0,2.0,1.0,1.0
0.0,1.0,6000000.0,2.0,3.0,2.0,0.0,33.0,4.0,2.0,2.0,0.0
1.0,1.0,4000000.0,35.0,3.0,3.0,0.0,58.0,3.0,10.0,1.0,2.0
1.0,1.0,3700000.0,8.0,11.0,4.0,20.0,33.0,4.0,4.0,2.0,2.0
1.0,1.0,1900000.0,19.0,1.0,10.0,0.0,41.0,2.0,1.0,1.0,3.0
0.0,1.0,4500000.0,4.0,0.0,0.0,0.0,26.0,2.0,7.0,2.0,1.0
1.0,1.0,5400000.0,15.0,0.0,3.0,0.0,38.0,2.0,7.0,2.0,2.0
1.0,1.0,3000000.0,3.0,3.0,1.0,3.0,35.0,2.0,7.0,2.0,1.0
1.0,1.0,3500000.0,10.0,10.0,6.0,36.0,34.0,4.0,4.0,2.0,2.0
0.0,1.0,2500000.0,8.0,6.0,2.0,3.0,31.0,4.0,1.0,1.0,3.0
0.0,1.0,1900000.0,3.0,0.0,0.0,0.0,32.0,3.0,8.0,2.0,1.0
1.0,1.0,2080000.0,18.0,3.0,1.0,3.0,47.0,3.0,1.0,1.0,2.0
0.0,1.0,3580000.0,18.0,3.0,3.0,0.0,39.0,3.0,3.0,2.0,2.0
1.0,1.0,3990000.0,6.0,4.0,2.0,0.0,28.0,4.0,3.0,2.0,2.0
1.0,1.0,2453630.0,17.0,3.0,3.0,1.0,42.0,2.0,2.0,1.0,2.0
0.0,1.0,2600000.0,4.0,4.0,4.0,0.0,26.0,2.0,2.0,1.0,1.0
0.0,1.0,1800000.0,7.0,0.0,7.0,0.0,38.0,5.0,2.0,2.0,2.0
0.0,1.0,1080000.0,2.0,2.0,2.0,0.0,26.0,4.0,1.0,2.0,0.0
0.0,1.0,5040000.0,6.0,2.0,5.0,3.0,30.0,6.0,1.0,2.0,2.0
1.0,1.0,4200000.0,3.0,2.0,2.0,6.0,42.0,3.0,4.0,2.0,3.0
0.0,1.0,1140000.0,3.0,2.0,2.0,0.0,26.0,6.0,10.0,1.0,1.0
1.0,1.0,1394870.0,14.0,2.0,2.0,0.0,38.0,2.0,3.0,2.0,2.0
0.0,1.0,5200000.0,7.0,1.0,7.0,1.0,51.0,5.0,1.0,2.0,2.0
0.0,1.0,5700000.0,6.0,0.0,5.0,0.0,33.0,2.0,8.0,2.0,2.0
1.0,1.0,6090000.0,12.0,6.0,6.0,7.0,31.0,2.0,4.0,2.0,2.0
0.0,1.0,1900000.0,3.0,0.0,3.0,0.0,34.0,2.0,2.0,1.0,1.0
0.0,1.0,900000.0,3.0,2.0,2.0,0.0,27.0,5.0,1.0,2.0,1.0
1.0,1.0,2400000.0,11.0,4.0,6.0,3.0,30.0,4.0,3.0,1.0,2.0
1.0,1.0,1441466.0,3.0,3.0,3.0,0.0,25.0,4.0,2.0,1.0,1.0
1.0,1.0,1821060.0,6.0,3.0,3.0,0.0,30.0,2.0,8.0,2.0,2.0
0.0,1.0,3200000.0,8.0,1.0,1.0,0.0,38.0,5.0,5.0,1.0,2.0
0.0,1.0,2820000.0,4.0,1.0,1.0,0.0,27.0,3.0,4.0,1.0,1.0
1.0,1.0,2372396.0,10.0,0.0,7.0,0.0,36.0,2.0,1.0,2.0,2.0
0.0,1.0,4272000.0,6.0,6.0,3.0,3.0,38.0,2.0,3.0,2.0,3.0
0.0,1.0,995800.0,7.0,2.0,2.0,0.0,29.0,2.0,2.0,1.0,2.0
1.0,1.0,4000000.0,12.0,0.0,0.0,0.0,39.0,5.0,10.0,1.0,2.0
0.0,1.0,6000000.0,20.0,0.0,10.0,3.0,37.0,4.0,2.0,2.0,3.0
0.0,1.0,3000000.0,7.0,3.0,3.0,0.0,38.0,3.0,6.0,2.0,2.0
0.0,1.0,1046000.0,3.0,0.0,0.0,0.0,39.0,5.0,6.0,2.0,1.0
1.0,1.0,2300000.0,3.0,3.0,3.0,0.0,33.0,2.0,10.0,2.0,1.0
1.0,1.0,4052000.0,14.0,1.0,6.0,0.0,33.0,3.0,8.0,2.0,2.0
1.0,1.0,1344079.0,3.0,3.0,3.0,0.0,32.0,5.0,4.0,1.0,1.0
1.0,1.0,1700000.0,14.0,3.0,10.0,0.0,38.0,6.0,1.0,2.0,2.0
1.0,1.0,4032000.0,15.0,5.0,4.0,12.0,40.0,3.0,10.0,1.0,2.0
1.0,1.0,800000.0,2.0,2.0,2.0,0.0,40.0,2.0,10.0,2.0,0.0
1.0,1.0,3000000.0,4.0,1.0,4.0,0.0,24.0,6.0,4.0,2.0,1.0
0.0,1.0,2100000.0,12.0,4.0,4.0,0.0,34.0,4.0,1.0,2.0,2.0
0.0,1.0,5280000.0,6.0,3.0,3.0,0.0,30.0,2.0,0.0,2.0,2.0
0.0,0.0,1600000.0,10.0,2.0,10.0,0.0,42.0,2.0,1.0,2.0,2.0
1.0,1.0,1010052.0,2.0,2.0,2.0,1.0,34.0,5.0,1.0,2.0,0.0
0.0,1.0,5146000.0,7.0,3.0,3.0,0.0,32.0,2.0,4.0,2.0,2.0
1.0,1.0,2800000.0,14.0,2.0,2.0,0.0,41.0,2.0,9.0,2.0,2.0
1.0,1.0,4600000.0,15.0,4.0,4.0,0.0,37.0,4.0,3.0,2.0,2.0
1.0,1.0,1333000.0,3.0,3.0,3.0,0.0,30.0,2.0,1.0,1.0,1.0
0.0,1.0,1210000.0,3.0,3.0,1.0,0.0,25.0,2.0,4.0,2.0,1.0
1.0,1.0,4926211.0,4.0,3.0,3.0,2.0,37.0,3.0,2.0,2.0,1.0
0.0,1.0,3300000.0,4.0,3.0,3.0,0.0,34.0,5.0,7.0,2.0,1.0
1.0,1.0,2000000.0,4.0,6.0,4.0,0.0,32.0,6.0,8.0,1.0,1.0
0.0,1.0,950000.0,2.0,0.0,0.0,0.0,33.0,2.0,1.0,2.0,0.0
1.0,1.0,6050000.0,14.0,0.0,5.0,0.0,33.0,2.0,8.0,1.0,2.0
0.0,1.0,4500000.0,10.0,5.0,5.0,0.0,43.0,3.0,1.0,2.0,2.0
1.0,0.0,3500000.0,17.0,5.0,5.0,2.0,40.0,3.0,2.0,2.0,2.0
0.0,1.0,2200000.0,13.0,6.0,1.0,0.0,57.0,4.0,10.0,2.0,2.0
1.0,1.0,1800000.0,9.0,4.0,4.0,0.0,31.0,3.0,5.0,2.0,2.0
0.0,1.0,6000000.0,18.0,0.0,5.0,0.0,40.0,5.0,1.0,2.0,2.0
1.0,1.0,2000000.0,4.0,0.0,0.0,0.0,30.0,5.0,10.0,1.0,1.0
1.0,1.0,3313961.71,5.0,0.0,5.0,0.0,25.0,3.0,10.0,2.0,1.0
0.0,1.0,4800000.0,15.0,1.0,2.0,5.0,41.0,2.0,3.0,2.0,3.0
1.0,1.0,800000.0,0.0,0.0,0.0,1.0,27.0,4.0,8.0,0.0,0.0
1.0,1.0,1200000.0,15.0,1.0,10.0,0.0,48.0,5.0,3.0,1.0,2.0
1.0,1.0,5000000.0,25.0,4.0,3.0,8.0,40.0,4.0,7.0,2.0,2.0
0.0,1.0,5300000.0,10.0,0.0,0.0,4.0,31.0,3.0,5.0,1.0,2.0
1.0,1.0,2700000.0,4.0,4.0,4.0,60.0,39.0,5.0,10.0,2.0,3.0
1.0,1.0,2600000.0,5.0,3.0,3.0,0.0,44.0,3.0,2.0,2.0,1.0
0.0,1.0,4100000.0,15.0,5.0,5.0,0.0,39.0,4.0,1.0,2.0,2.0
0.0,1.0,5000000.0,13.0,3.0,0.0,5.0,35.0,4.0,5.0,2.0,3.0
0.0,1.0,4675000.0,10.0,8.0,8.0,2.0,35.0,2.0,2.0,2.0,2.0
0.0,1.0,3600000.0,7.0,2.0,2.0,0.0,37.0,2.0,5.0,2.0,2.0
1.0,1.0,4600000.0,23.0,3.0,3.0,3.0,47.0,6.0,3.0,0.0,3.0
0.0,1.0,4600000.0,5.0,2.0,2.0,8.0,39.0,2.0,2.0,2.0,3.0
1.0,1.0,2900000.0,8.0,7.0,3.0,0.0,34.0,2.0,3.0,1.0,2.0
0.0,1.0,2600000.0,3.0,1.0,1.0,0.0,34.0,5.0,4.0,2.0,1.0
1.0,1.0,1500000.0,2.0,2.0,2.0,0.0,23.0,5.0,3.0,2.0,0.0
1.0,1.0,1600000.0,5.0,3.0,3.0,2.0,35.0,6.0,5.0,2.0,1.0
0.0,1.0,1200000.0,3.0,3.0,3.0,0.0,32.0,2.0,2.0,2.0,1.0
0.0,1.0,2000000.0,5.0,0.0,0.0,0.0,43.0,3.0,10.0,1.0,1.0
1.0,1.0,2820000.0,4.0,3.0,1.0,0.0,25.0,4.0,10.0,2.0,1.0
0.0,1.0,2400000.0,6.0,3.0,1.0,0.0,33.0,4.0,2.0,2.0,2.0
0.0,1.0,3000000.0,9.0,1.0,1.0,0.0,34.0,3.0,2.0,2.0,2.0
1.0,1.0,4600000.0,10.0,0.0,1.0,5.0,43.0,2.0,4.0,1.0,3.0
0.0,0.0,4500000.0,9.0,4.0,4.0,0.0,37.0,4.0,4.0,2.0,2.0
0.0,1.0,6000000.0,5.0,1.0,1.0,0.0,45.0,5.0,1.0,2.0,1.0
1.0,1.0,3000000.0,4.0,4.0,4.0,4.0,30.0,4.0,2.0,2.0,3.0
0.0,1.0,2000000.0,5.0,1.0,5.0,0.0,30.0,4.0,1.0,2.0,1.0
0.0,1.0,5000000.0,17.0,3.0,2.0,4.0,40.0,3.0,5.0,2.0,3.0
0.0,0.0,2000000.0,1.0,1.0,1.0,0.0,50.0,4.0,1.0,2.0,0.0
1.0,1.0,2600000.0,4.0,4.0,4.0,0.0,33.0,4.0,4.0,1.0,1.0
1.0,1.0,2620101.0,7.0,7.0,7.0,4.0,33.0,2.0,10.0,1.0,2.0
0.0,1.0,5530000.0,28.0,1.0,1.0,0.0,45.0,4.0,5.0,2.0,2.0
1.0,1.0,2800000.0,7.0,3.0,3.0,0.0,31.0,3.0,10.0,2.0,2.0
0.0,1.0,4320000.0,5.0,0.0,0.0,0.0,36.0,2.0,7.0,2.0,1.0
1.0,1.0,3700000.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,1.0,0.0
0.0,1.0,4400000.0,11.0,1.0,4.0,3.0,31.0,4.0,2.0,2.0,3.0
0.0,1.0,3500000.0,11.0,1.0,1.0,0.0,28.0,2.0,2.0,2.0,2.0
0.0,1.0,1800000.0,1.0,0.0,0.0,0.0,33.0,2.0,3.0,2.0,0.0
1.0,1.0,1308000.0,11.0,2.0,2.0,0.0,36.0,3.0,2.0,2.0,2.0
1.0,1.0,4040053.0,5.0,3.0,1.0,0.0,32.0,3.0,7.0,2.0,1.0
0.0,1.0,6000000.0,6.0,2.0,3.0,5.0,34.0,4.0,6.0,2.0,2.0
1.0,0.0,800000.0,1.0,1.0,0.0,0.0,22.0,3.0,2.0,1.0,0.0
0.0,1.0,4370000.0,3.0,2.0,2.0,0.0,28.0,3.0,1.0,2.0,1.0
0.0,1.0,4800000.0,10.0,2.0,2.0,0.0,48.0,2.0,2.0,2.0,2.0
0.0,1.0,3360000.0,4.0,2.0,2.0,0.0,33.0,2.0,3.0,2.0,1.0
1.0,1.0,2200000.0,3.0,3.0,3.0,0.0,27.0,2.0,3.0,2.0,1.0
0.0,1.0,1300000.0,5.0,3.0,1.0,0.0,35.0,6.0,1.0,2.0,1.0
0.0,1.0,3600000.0,5.0,2.0,2.0,0.0,22.0,2.0,1.0,2.0,1.0
0.0,1.0,3510000.0,4.0,3.0,3.0,0.0,32.0,2.0,3.0,2.0,1.0
1.0,1.0,1736000.0,6.0,3.0,3.0,0.0,42.0,2.0,10.0,2.0,2.0
1.0,1.0,3500000.0,6.0,1.0,1.0,12.0,36.0,3.0,2.0,2.0,3.0
1.0,1.0,6110636.0,12.0,3.0,3.0,0.0,36.0,3.0,2.0,2.0,2.0
0.0,1.0,5640000.0,20.0,3.0,3.0,0.0,42.0,2.0,2.0,2.0,2.0
1.0,1.0,3980707.0,8.0,0.0,0.0,0.0,35.0,2.0,5.0,1.0,2.0
0.0,1.0,1600000.0,8.0,1.0,6.0,7.0,35.0,2.0,6.0,2.0,2.0
0.0,1.0,3800000.0,5.0,5.0,5.0,0.0,28.0,2.0,3.0,1.0,1.0
0.0,1.0,3660000.0,15.0,3.0,3.0,3.0,38.0,6.0,4.0,2.0,2.0
0.0,1.0,2250000.0,3.0,1.0,1.0,2.0,32.0,3.0,1.0,2.0,1.0
0.0,1.0,2089550.0,15.0,0.0,5.0,0.0,42.0,2.0,2.0,2.0,2.0
0.0,1.0,4400000.0,9.0,1.0,1.0,0.0,40.0,3.0,4.0,2.0,2.0
1.0,1.0,1913000.0,6.0,3.0,3.0,0.0,36.0,2.0,5.0,2.0,2.0
1.0,1.0,3500000.0,8.0,0.0,3.0,0.0,38.0,3.0,6.0,2.0,2.0
0.0,1.0,1000000.0,20.0,3.0,7.0,0.0,45.0,2.0,3.0,2.0,2.0
1.0,1.0,1050000.0,3.0,3.0,3.0,0.0,32.0,5.0,10.0,2.0,1.0
1.0,1.0,1354770.0,3.0,1.0,1.0,0.0,20.0,2.0,2.0,1.0,1.0
0.0,1.0,2300000.0,6.0,6.0,4.0,0.0,30.0,3.0,9.0,2.0,2.0
0.0,1.0,4200000.0,15.0,6.0,6.0,0.0,38.0,4.0,1.0,2.0,2.0
0.0,1.0,3600000.0,10.0,4.0,4.0,0.0,36.0,3.0,2.0,2.0,2.0
1.0,1.0,1650000.0,5.0,7.0,5.0,2.0,52.0,3.0,3.0,1.0,1.0
1.0,1.0,1361546.0,3.0,3.0,3.0,0.0,25.0,2.0,2.0,2.0,1.0
1.0,1.0,2389528.0,9.0,8.0,8.0,0.0,33.0,3.0,3.0,1.0,2.0
1.0,1.0,1100000.0,2.0,2.0,2.0,0.0,30.0,3.0,10.0,2.0,0.0
1.0,1.0,4247000.0,10.0,3.0,3.0,0.0,42.0,3.0,4.0,1.0,2.0
1.0,1.0,1720000.0,4.0,3.0,3.0,0.0,29.0,5.0,10.0,2.0,1.0
1.0,1.0,1700000.0,5.0,2.0,2.0,0.0,42.0,3.0,4.0,2.0,1.0
0.0,1.0,1500000.0,4.0,3.0,3.0,0.0,29.0,2.0,3.0,2.0,1.0
1.0,1.0,2164240.0,3.0,3.0,3.0,0.0,30.0,5.0,4.0,2.0,1.0
0.0,1.0,2000000.0,2.0,2.0,1.0,0.0,32.0,4.0,2.0,2.0,0.0
1.0,1.0,2800000.0,12.0,5.0,5.0,0.0,41.0,3.0,5.0,1.0,2.0
0.0,1.0,4711600.0,7.0,3.0,4.0,0.0,33.0,5.0,3.0,2.0,2.0
0.0,1.0,2400000.0,3.0,0.0,0.0,1.0,35.0,6.0,0.0,2.0,1.0
0.0,1.0,3936900.0,15.0,6.0,3.0,0.0,36.0,2.0,8.0,2.0,3.0
1.0,1.0,1500000.0,4.0,4.0,4.0,0.0,35.0,5.0,9.0,2.0,1.0
1.0,1.0,1800000.0,4.0,0.0,4.0,0.0,39.0,5.0,3.0,2.0,1.0
1.0,1.0,1000000.0,4.0,2.0,2.0,0.0,28.0,3.0,7.0,1.0,1.0
0.0,1.0,2500000.0,7.0,0.0,0.0,0.0,31.0,3.0,4.0,2.0,2.0
1.0,1.0,3600000.0,8.0,8.0,2.0,4.0,29.0,2.0,3.0,2.0,3.0
1.0,1.0,6000000.0,15.0,5.0,5.0,0.0,39.0,4.0,7.0,2.0,3.0
