contrato,dedicacion,remainder__salario,remainder__anos_de_experiencia,remainder__antiguedad_en_la_empresa_actual,remainder__anos_en_el_puesto_actual,remainder__cuantas_personas_tenes_a_cargo,remainder__edad,remainder__marvin_rol,remainder__cantidad_personas_encoded,remainder__modalidad_encoded,remainder__seniority_encoded
1.0,1.0,6000000.0,10.0,4.0,4.0,4.0,33.0,4.0,2.0,2.0,3.0
0.0,1.0,2700000.0,3.0,3.0,3.0,2.0,26.0,5.0,9.0,1.0,1.0
1.0,1.0,1800000.0,31.0,3.0,3.0,0.0,54.0,4.0,3.0,1.0,2.0
0.0,1.0,3600000.0,20.0,0.0,0.0,0.0,60.0,6.0,6.0,1.0,2.0
1.0,1.0,1844000.0,7.0,7.0,7.0,0.0,28.0,2.0,3.0,2.0,2.0
1.0,1.0,1200000.0,3.0,0.0,3.0,0.0,27.0,3.0,6.0,2.0,1.0
1.0,1.0,4200000.0,18.0,4.0,10.0,0.0,46.0,2.0,2.0,2.0,2.0
1.0,1.0,3300000.0,6.0,2.0,6.0,0.0,28.0,3.0,10.0,2.0,2.0
1.0,1.0,1100000.0,15.0,3.0,3.0,0.0,44.0,3.0,8.0,0.0,2.0
1.0,1.0,2500000.0,3.0,0.0,0.0,2.0,41.0,5.0,5.0,2.0,1.0
1.0,0.0,1100000.0,2.0,3.0,2.0,1.0,34.0,3.0,3.0,2.0,0.0
1.0,1.0,5900000.0,10.0,5.0,3.0,8.0,30.0,5.0,2.0,1.0,3.0
1.0,1.0,1071226.0,4.0,4.0,7.0,2.0,36.0,6.0,8.0,0.0,1.0
1.0,1.0,2569551.51,8.0,3.0,3.0,4.0,34.0,2.0,8.0,1.0,2.0
1.0,1.0,3300000.0,5.0,1.0,1.0,2.0,41.0,3.0,3.0,2.0,3.0
1.0,1.0,2552500.0,5.0,4.0,3.0,4.0,35.0,5.0,3.0,2.0,3.0
1.0,1.0,1874803.0,9.0,9.0,4.0,8.0,28.0,2.0,2.0,1.0,3.0
1.0,1.0,2521900.0,6.0,4.0,0.0,1.0,34.0,2.0,4.0,1.0,2.0
1.0,1.0,2968000.0,4.0,1.0,1.0,0.0,21.0,3.0,5.0,2.0,1.0
1.0,1.0,3600000.0,3.0,3.0,3.0,0.0,28.0,4.0,10.0,1.0,1.0
1.0,1.0,950000.0,1.0,1.0,1.0,0.0,21.0,2.0,7.0,2.0,0.0
1.0,1.0,1676000.0,1.0,1.0,1.0,0.0,31.0,6.0,9.0,1.0,0.0
1.0,1.0,1880450.0,12.0,1.0,1.0,0.0,40.0,3.0,1.0,2.0,2.0
0.0,1.0,2300000.0,3.0,0.0,0.0,0.0,40.0,3.0,5.0,2.0,1.0
1.0,1.0,1599544.0,15.0,0.0,0.0,0.0,39.0,2.0,2.0,1.0,2.0
1.0,1.0,4297260.0,10.0,5.0,3.0,0.0,34.0,4.0,5.0,2.0,2.0
1.0,1.0,1454590.0,3.0,3.0,2.0,0.0,33.0,4.0,6.0,2.0,1.0
1.0,1.0,1500000.0,6.0,4.0,3.0,1.0,34.0,2.0,5.0,1.0,2.0
1.0,1.0,1252000.0,3.0,6.0,3.0,0.0,64.0,6.0,2.0,0.0,1.0
1.0,1.0,2200000.0,5.0,2.0,2.0,0.0,38.0,2.0,4.0,2.0,1.0
1.0,1.0,1800000.0,3.0,1.0,3.0,0.0,27.0,4.0,4.0,2.0,1.0
1.0,1.0,1591000.0,2.0,4.0,2.0,0.0,29.0,4.0,2.0,1.0,0.0
1.0,1.0,2900000.0,2.0,2.0,2.0,0.0,24.0,5.0,8.0,1.0,0.0
0.0,1.0,1436332.0,2.0,0.0,0.0,0.0,23.0,2.0,6.0,2.0,0.0
1.0,1.0,3680000.0,3.0,8.0,2.0,0.0,39.0,3.0,2.0,1.0,1.0
1.0,1.0,5228868.0,15.0,3.0,2.0,0.0,37.0,3.0,10.0,1.0,3.0
1.0,1.0,1780000.0,5.0,5.0,1.0,2.0,38.0,3.0,2.0,1.0,1.0
1.0,1.0,1200000.0,3.0,3.0,3.0,0.0,29.0,4.0,2.0,2.0,1.0
1.0,1.0,957642.0,5.0,1.0,3.0,0.0,26.0,4.0,9.0,1.0,1.0
0.0,1.0,2400000.0,16.0,12.0,12.0,0.0,54.0,6.0,2.0,2.0,2.0
0.0,1.0,968000.0,24.0,3.0,3.0,0.0,49.0,2.0,4.0,2.0,2.0
1.0,1.0,1109000.0,3.0,3.0,3.0,0.0,30.0,2.0,2.0,1.0,1.0
1.0,1.0,1756000.0,10.0,5.0,5.0,0.0,36.0,4.0,3.0,1.0,2.0
1.0,1.0,1600000.0,5.0,1.0,4.0,0.0,22.0,3.0,5.0,2.0,1.0
1.0,1.0,1214599.0,3.0,2.0,2.0,0.0,28.0,5.0,5.0,1.0,1.0
1.0,1.0,1320000.0,15.0,4.0,4.0,0.0,39.0,2.0,2.0,1.0,2.0
1.0,0.0,2000000.0,2.0,2.0,2.0,0.0,27.0,4.0,5.0,2.0,0.0
1.0,1.0,1517300.0,17.0,14.0,14.0,0.0,42.0,2.0,2.0,2.0,2.0
1.0,1.0,2800000.0,4.0,3.0,2.0,0.0,34.0,2.0,8.0,2.0,1.0
1.0,1.0,1175999.0,2.0,2.0,2.0,1.0,29.0,2.0,2.0,1.0,0.0
1.0,1.0,2200000.0,35.0,0.0,12.0,0.0,60.0,3.0,3.0,2.0,2.0
1.0,1.0,1500000.0,2.0,1.0,1.0,0.0,25.0,6.0,10.0,2.0,0.0
0.0,1.0,2999000.0,10.0,3.0,0.0,0.0,33.0,4.0,2.0,2.0,2.0
1.0,1.0,3150000.0,19.0,1.0,16.0,0.0,43.0,4.0,3.0,2.0,2.0
1.0,1.0,1200464.0,3.0,3.0,3.0,0.0,37.0,2.0,2.0,2.0,1.0
1.0,1.0,4038000.0,15.0,10.0,10.0,0.0,46.0,4.0,2.0,2.0,2.0
1.0,1.0,6075000.0,7.0,2.0,0.0,5.0,36.0,5.0,10.0,1.0,3.0
1.0,1.0,4000000.0,20.0,30.0,5.0,1.0,50.0,4.0,5.0,1.0,3.0
1.0,1.0,1300000.0,3.0,14.0,3.0,0.0,32.0,6.0,4.0,1.0,1.0
1.0,1.0,1013568.75,2.0,1.0,1.0,0.0,29.0,2.0,3.0,2.0,0.0
1.0,1.0,2099000.0,0.0,0.0,0.0,0.0,25.0,3.0,8.0,1.0,0.0
0.0,1.0,2400000.0,2.0,0.0,2.0,0.0,39.0,6.0,4.0,2.0,0.0
1.0,1.0,1200000.0,2.0,24.0,24.0,1.0,50.0,3.0,6.0,1.0,0.0
1.0,1.0,1400000.0,5.0,1.0,5.0,0.0,37.0,2.0,2.0,1.0,1.0
0.0,1.0,2000000.0,4.0,1.0,1.0,0.0,48.0,3.0,9.0,1.0,1.0
1.0,1.0,2726604.0,15.0,2.0,2.0,0.0,40.0,5.0,5.0,2.0,2.0
1.0,1.0,2059440.0,5.0,3.0,3.0,0.0,31.0,2.0,3.0,2.0,1.0
1.0,1.0,2400000.0,20.0,20.0,4.0,15.0,45.0,6.0,2.0,1.0,3.0
1.0,1.0,1300000.0,17.0,2.0,2.0,0.0,42.0,6.0,8.0,0.0,2.0
1.0,1.0,4500000.0,6.0,1.0,0.0,0.0,30.0,3.0,4.0,2.0,2.0
1.0,1.0,2000000.0,4.0,3.0,1.0,0.0,30.0,3.0,8.0,1.0,1.0
1.0,1.0,2409770.0,20.0,4.0,20.0,0.0,56.0,2.0,8.0,2.0,2.0
1.0,1.0,1672701.0,15.0,1.0,1.0,0.0,35.0,5.0,2.0,2.0,2.0
0.0,1.0,857000.0,2.0,2.0,2.0,0.0,49.0,5.0,2.0,2.0,0.0
1.0,1.0,3500000.0,15.0,3.0,15.0,0.0,48.0,3.0,4.0,1.0,2.0
1.0,1.0,3100000.0,20.0,5.0,5.0,2.0,39.0,2.0,5.0,1.0,2.0
1.0,1.0,4500000.0,7.0,3.0,2.0,0.0,36.0,3.0,8.0,2.0,2.0
1.0,1.0,3200000.0,18.0,0.0,0.0,0.0,47.0,3.0,5.0,2.0,2.0
1.0,1.0,3500000.0,18.0,11.0,3.0,22.0,39.0,5.0,10.0,1.0,2.0
1.0,1.0,1200000.0,2.0,2.0,2.0,0.0,29.0,3.0,9.0,1.0,0.0
1.0,1.0,3800000.0,8.0,5.0,1.0,0.0,28.0,4.0,7.0,1.0,2.0
0.0,1.0,1100000.0,3.0,3.0,3.0,0.0,25.0,3.0,3.0,2.0,1.0
1.0,1.0,2920000.0,7.0,13.0,1.0,0.0,41.0,6.0,10.0,2.0,2.0
1.0,1.0,980000.0,5.0,0.0,3.0,9.0,29.0,3.0,2.0,1.0,3.0
1.0,1.0,1453500.0,20.0,8.0,6.0,15.0,51.0,5.0,2.0,0.0,3.0
1.0,1.0,2900000.0,9.0,6.0,3.0,0.0,38.0,5.0,6.0,1.0,2.0
1.0,1.0,4200000.0,15.0,3.0,1.0,0.0,48.0,3.0,8.0,2.0,2.0
0.0,1.0,2300000.0,5.0,3.0,3.0,0.0,27.0,6.0,6.0,2.0,1.0
1.0,1.0,2506913.09,10.0,2.0,1.0,0.0,43.0,5.0,5.0,2.0,2.0
0.0,1.0,2520000.0,7.0,0.0,0.0,0.0,32.0,2.0,5.0,1.0,2.0
0.0,1.0,2800000.0,6.0,2.0,1.0,8.0,34.0,3.0,4.0,2.0,3.0
1.0,1.0,1550000.0,14.0,14.0,11.0,1.0,39.0,5.0,1.0,1.0,2.0
0.0,1.0,2000000.0,2.0,2.0,2.0,0.0,38.0,2.0,1.0,1.0,0.0
1.0,1.0,1836320.0,5.0,4.0,4.0,0.0,34.0,2.0,8.0,1.0,1.0
0.0,1.0,1528349.0,14.0,5.0,5.0,0.0,37.0,6.0,2.0,2.0,2.0
1.0,1.0,1592162.0,6.0,2.0,2.0,0.0,41.0,3.0,9.0,1.0,2.0
1.0,1.0,800000.0,3.0,2.0,2.0,0.0,32.0,2.0,5.0,0.0,1.0
1.0,1.0,1800000.0,3.0,3.0,3.0,0.0,30.0,3.0,5.0,2.0,1.0
1.0,1.0,3125000.0,2.0,2.0,1.0,0.0,24.0,5.0,10.0,1.0,0.0
1.0,1.0,1350000.0,3.0,14.0,0.0,0.0,39.0,3.0,6.0,1.0,1.0
1.0,1.0,2200000.0,3.0,3.0,1.0,6.0,25.0,3.0,2.0,1.0,3.0
1.0,1.0,1800000.0,5.0,0.0,0.0,0.0,39.0,6.0,7.0,1.0,1.0
1.0,0.0,834000.0,2.0,2.0,2.0,0.0,32.0,4.0,4.0,2.0,0.0
1.0,1.0,1600000.0,3.0,2.0,2.0,0.0,35.0,2.0,6.0,2.0,1.0
1.0,1.0,3800000.0,28.0,6.0,18.0,3.0,48.0,5.0,7.0,0.0,3.0
1.0,1.0,2165000.0,6.0,4.0,2.0,0.0,30.0,2.0,7.0,2.0,2.0
1.0,1.0,4000000.0,4.0,0.0,0.0,0.0,24.0,2.0,3.0,2.0,1.0
1.0,0.0,900000.0,20.0,1.0,1.0,0.0,46.0,2.0,2.0,2.0,2.0
0.0,1.0,1015000.0,0.0,0.0,0.0,0.0,20.0,6.0,5.0,2.0,0.0
1.0,1.0,1398375.0,3.0,1.0,3.0,0.0,37.0,4.0,5.0,1.0,1.0
1.0,1.0,2000000.0,7.0,1.0,1.0,0.0,32.0,2.0,5.0,1.0,2.0
1.0,1.0,3100000.0,2.0,0.0,0.0,0.0,41.0,4.0,7.0,1.0,0.0
0.0,1.0,1200000.0,4.0,0.0,0.0,0.0,33.0,2.0,2.0,1.0,1.0
1.0,1.0,2400000.0,3.0,1.0,1.0,0.0,35.0,4.0,6.0,2.0,1.0
0.0,1.0,1102704.0,0.0,0.0,0.0,0.0,29.0,6.0,4.0,1.0,0.0
1.0,1.0,2800000.0,2.0,6.0,2.0,10.0,29.0,5.0,9.0,1.0,3.0
1.0,1.0,850000.0,2.0,1.0,1.0,2.0,31.0,4.0,2.0,2.0,0.0
1.0,1.0,2100000.0,4.0,0.0,0.0,0.0,48.0,6.0,6.0,2.0,1.0
1.0,1.0,1573000.0,2.0,2.0,2.0,5.0,46.0,2.0,4.0,1.0,0.0
1.0,1.0,1400000.0,3.0,0.0,1.0,0.0,40.0,3.0,6.0,1.0,1.0
1.0,1.0,1800000.0,4.0,3.0,2.0,2.0,30.0,4.0,4.0,0.0,3.0
0.0,0.0,1100000.0,3.0,2.0,3.0,2.0,30.0,2.0,3.0,1.0,3.0
0.0,1.0,1900000.0,7.0,1.0,1.0,0.0,35.0,3.0,3.0,1.0,2.0
1.0,1.0,1800000.0,4.0,2.0,2.0,0.0,32.0,4.0,5.0,1.0,1.0
1.0,1.0,2064000.0,25.0,0.0,5.0,2.0,46.0,4.0,3.0,1.0,3.0
1.0,1.0,2545000.0,20.0,5.0,5.0,0.0,64.0,6.0,8.0,1.0,2.0
1.0,1.0,1101000.0,1.0,1.0,1.0,0.0,37.0,6.0,4.0,1.0,0.0
1.0,0.0,1917200.0,3.0,3.0,1.0,0.0,28.0,5.0,8.0,2.0,1.0
1.0,1.0,4200000.0,16.0,16.0,2.0,0.0,40.0,3.0,5.0,2.0,2.0
1.0,1.0,2500000.0,5.0,2.0,2.0,0.0,40.0,3.0,8.0,2.0,1.0
1.0,1.0,1900000.0,0.0,0.0,0.0,0.0,45.0,5.0,5.0,2.0,0.0
1.0,1.0,2800000.0,4.0,2.0,2.0,0.0,28.0,5.0,8.0,2.0,1.0
1.0,1.0,1750000.0,6.0,3.0,2.0,2.0,41.0,5.0,3.0,1.0,2.0
1.0,1.0,4500000.0,12.0,6.0,2.0,8.0,32.0,4.0,7.0,1.0,3.0
1.0,1.0,800000.0,1.0,0.0,0.0,0.0,34.0,5.0,3.0,1.0,0.0
0.0,1.0,2500000.0,20.0,9.0,9.0,0.0,44.0,3.0,4.0,2.0,2.0
1.0,1.0,1584000.0,3.0,1.0,1.0,0.0,27.0,5.0,6.0,2.0,1.0
0.0,1.0,800000.0,1.0,1.0,1.0,0.0,30.0,2.0,2.0,1.0,0.0
1.0,1.0,2500000.0,5.0,3.0,3.0,8.0,35.0,2.0,2.0,1.0,1.0
1.0,1.0,1300000.0,17.0,1.0,1.0,10.0,42.0,5.0,4.0,1.0,3.0
1.0,1.0,3400000.0,7.0,0.0,3.0,0.0,34.0,2.0,7.0,2.0,2.0
1.0,1.0,2060000.0,7.0,7.0,0.0,0.0,31.0,4.0,10.0,1.0,2.0
1.0,1.0,1007000.0,25.0,25.0,10.0,0.0,52.0,3.0,6.0,1.0,3.0
1.0,1.0,3600000.0,3.0,0.0,3.0,0.0,31.0,6.0,8.0,2.0,1.0
1.0,1.0,2500000.0,2.0,2.0,2.0,0.0,34.0,2.0,5.0,1.0,0.0
1.0,1.0,1400000.0,2.0,2.0,0.0,0.0,30.0,3.0,4.0,2.0,0.0
1.0,1.0,1332812.0,15.0,3.0,3.0,0.0,38.0,3.0,5.0,1.0,2.0
1.0,1.0,2327200.0,24.0,5.0,5.0,0.0,40.0,2.0,3.0,1.0,2.0
0.0,1.0,2464000.0,15.0,3.0,3.0,0.0,41.0,3.0,3.0,0.0,2.0
1.0,1.0,3016000.0,14.0,0.0,0.0,0.0,44.0,2.0,7.0,1.0,2.0
0.0,1.0,1700000.0,4.0,4.0,2.0,3.0,33.0,3.0,3.0,2.0,1.0
1.0,1.0,2850000.0,25.0,3.0,0.0,2.0,48.0,4.0,6.0,2.0,3.0
1.0,1.0,4775811.0,25.0,2.0,1.0,0.0,46.0,3.0,2.0,1.0,2.0
0.0,1.0,950000.0,3.0,0.0,0.0,0.0,36.0,2.0,1.0,1.0,1.0
1.0,1.0,1800000.0,3.0,3.0,3.0,2.0,29.0,4.0,2.0,2.0,3.0
1.0,1.0,1375430.12,2.0,1.0,1.0,0.0,28.0,2.0,2.0,2.0,0.0
1.0,1.0,3628129.0,15.0,2.0,5.0,0.0,40.0,4.0,3.0,2.0,2.0
1.0,1.0,900000.0,2.0,0.0,2.0,0.0,27.0,2.0,1.0,0.0,0.0
1.0,0.0,1930000.0,3.0,3.0,1.0,0.0,22.0,3.0,3.0,2.0,1.0
0.0,1.0,1018824.0,0.0,0.0,0.0,0.0,31.0,5.0,6.0,1.0,0.0
1.0,1.0,6000000.0,15.0,20.0,10.0,20.0,48.0,4.0,5.0,1.0,3.0
0.0,1.0,1950000.0,5.0,2.0,5.0,0.0,41.0,2.0,3.0,2.0,1.0
1.0,1.0,2000000.0,2.0,10.0,2.0,0.0,36.0,6.0,4.0,1.0,0.0
1.0,1.0,1200000.0,5.0,0.0,3.0,0.0,23.0,4.0,5.0,1.0,1.0
1.0,1.0,1708003.0,4.0,3.0,3.0,1.0,29.0,2.0,7.0,1.0,1.0
1.0,1.0,1500000.0,11.0,11.0,5.0,0.0,50.0,4.0,6.0,0.0,2.0
1.0,1.0,2553983.0,1.0,1.0,1.0,0.0,23.0,3.0,3.0,1.0,0.0
1.0,1.0,1850000.0,22.0,14.0,6.0,0.0,47.0,4.0,2.0,0.0,2.0
1.0,1.0,2400000.0,36.0,3.0,3.0,0.0,58.0,4.0,6.0,1.0,3.0
1.0,1.0,2660000.0,1.0,4.0,1.0,3.0,31.0,3.0,2.0,1.0,3.0
1.0,1.0,4048117.0,5.0,5.0,2.0,0.0,33.0,6.0,9.0,1.0,1.0
1.0,1.0,1600000.0,2.0,2.0,0.0,0.0,32.0,5.0,3.0,2.0,0.0
1.0,1.0,1350000.0,3.0,2.0,2.0,0.0,24.0,2.0,4.0,1.0,1.0
0.0,1.0,925773.0,6.0,4.0,4.0,0.0,35.0,6.0,2.0,1.0,2.0
1.0,1.0,3000000.0,20.0,8.0,8.0,0.0,46.0,3.0,5.0,2.0,2.0
0.0,1.0,2000000.0,3.0,0.0,0.0,0.0,30.0,3.0,5.0,2.0,1.0
1.0,1.0,1750000.0,11.0,5.0,2.0,1.0,32.0,4.0,4.0,1.0,2.0
1.0,1.0,2186746.0,3.0,0.0,0.0,0.0,34.0,3.0,2.0,2.0,1.0
1.0,1.0,3600000.0,3.0,3.0,1.0,1.0,29.0,5.0,5.0,1.0,1.0
1.0,1.0,1600000.0,5.0,0.0,5.0,0.0,30.0,6.0,6.0,1.0,1.0
1.0,1.0,2016569.0,3.0,1.0,0.0,0.0,29.0,3.0,10.0,2.0,1.0
1.0,1.0,4200000.0,8.0,6.0,2.0,0.0,28.0,3.0,5.0,1.0,2.0
1.0,1.0,1162000.0,2.0,1.0,1.0,0.0,26.0,4.0,2.0,2.0,0.0
1.0,1.0,2891500.0,12.0,4.0,4.0,0.0,40.0,2.0,3.0,2.0,2.0
1.0,1.0,2164048.0,6.0,1.0,6.0,0.0,33.0,2.0,3.0,1.0,2.0
1.0,1.0,2900000.0,5.0,3.0,3.0,3.0,46.0,4.0,7.0,2.0,1.0
1.0,1.0,1592094.0,5.0,2.0,2.0,0.0,28.0,2.0,3.0,2.0,1.0
1.0,1.0,3500000.0,27.0,5.0,5.0,0.0,51.0,5.0,8.0,2.0,2.0
1.0,1.0,3600000.0,25.0,14.0,10.0,4.0,47.0,4.0,6.0,1.0,2.0
0.0,1.0,3719878.69,3.0,1.0,1.0,0.0,27.0,2.0,8.0,2.0,1.0
1.0,1.0,1600000.0,4.0,0.0,2.0,0.0,27.0,5.0,5.0,1.0,1.0
1.0,1.0,3100000.0,3.0,0.0,2.0,0.0,24.0,6.0,7.0,1.0,1.0
1.0,1.0,2665000.0,2.0,0.0,0.0,0.0,20.0,5.0,9.0,2.0,0.0
1.0,1.0,4500000.0,6.0,0.0,0.0,0.0,27.0,2.0,10.0,2.0,2.0
1.0,1.0,1500000.0,2.0,2.0,2.0,0.0,28.0,3.0,5.0,1.0,0.0
1.0,1.0,1400000.0,1.0,1.0,1.0,0.0,25.0,5.0,6.0,1.0,0.0
1.0,1.0,2200000.0,6.0,3.0,3.0,0.0,43.0,3.0,4.0,1.0,2.0
0.0,1.0,1400000.0,4.0,2.0,2.0,0.0,25.0,2.0,2.0,2.0,1.0
1.0,1.0,2256055.0,3.0,3.0,3.0,0.0,27.0,4.0,3.0,0.0,1.0
1.0,1.0,1014800.0,5.0,1.0,1.0,0.0,33.0,4.0,2.0,1.0,1.0
1.0,1.0,1380000.0,3.0,0.0,3.0,0.0,28.0,3.0,5.0,2.0,1.0
1.0,1.0,3620000.0,13.0,0.0,0.0,0.0,34.0,4.0,2.0,0.0,2.0
1.0,1.0,950000.0,0.0,4.0,4.0,0.0,30.0,2.0,2.0,1.0,0.0
1.0,1.0,1017742.15,0.0,1.0,0.0,0.0,26.0,5.0,8.0,1.0,0.0
1.0,1.0,2409000.0,2.0,2.0,4.0,0.0,28.0,4.0,7.0,2.0,0.0
1.0,1.0,5433723.0,23.0,22.0,14.0,2.0,46.0,6.0,7.0,0.0,3.0
0.0,1.0,1850000.0,4.0,0.0,0.0,1.0,28.0,6.0,5.0,2.0,1.0
0.0,1.0,1650000.0,4.0,2.0,2.0,0.0,26.0,2.0,4.0,2.0,1.0
1.0,1.0,1650000.0,1.0,0.0,1.0,0.0,24.0,3.0,5.0,2.0,0.0
0.0,1.0,1800000.0,3.0,1.0,1.0,0.0,23.0,2.0,5.0,2.0,1.0
1.0,1.0,3700000.0,23.0,7.0,5.0,0.0,43.0,5.0,10.0,1.0,2.0
1.0,1.0,1101703.0,0.0,1.0,0.0,0.0,23.0,4.0,2.0,0.0,0.0
1.0,1.0,2100000.0,3.0,2.0,2.0,0.0,39.0,3.0,8.0,1.0,1.0
1.0,1.0,4130000.0,12.0,6.0,6.0,0.0,36.0,4.0,2.0,2.0,2.0
1.0,1.0,839000.0,0.0,0.0,0.0,0.0,25.0,4.0,9.0,1.0,0.0
1.0,1.0,1900000.0,0.0,0.0,0.0,0.0,23.0,4.0,4.0,0.0,0.0
0.0,1.0,950000.0,1.0,1.0,1.0,0.0,30.0,3.0,10.0,2.0,0.0
1.0,1.0,1100000.0,2.0,1.0,1.0,2.0,35.0,5.0,6.0,2.0,0.0
1.0,1.0,1850000.0,2.0,7.0,2.0,0.0,30.0,2.0,5.0,1.0,0.0
1.0,1.0,3122000.0,3.0,3.0,1.0,0.0,29.0,6.0,3.0,2.0,1.0
1.0,1.0,1400000.0,3.0,0.0,3.0,0.0,27.0,4.0,2.0,2.0,1.0
1.0,1.0,2500000.0,2.0,18.0,1.0,0.0,29.0,2.0,5.0,1.0,0.0
1.0,1.0,6200000.0,7.0,3.0,2.0,6.0,29.0,2.0,5.0,1.0,3.0
0.0,1.0,830000.0,2.0,0.0,0.0,0.0,33.0,6.0,8.0,2.0,0.0
1.0,1.0,1378000.0,3.0,3.0,2.0,0.0,33.0,2.0,2.0,2.0,1.0
1.0,1.0,6000000.0,20.0,18.0,18.0,1.0,46.0,4.0,3.0,0.0,2.0
1.0,1.0,2400000.0,2.0,13.0,2.0,0.0,35.0,6.0,10.0,1.0,0.0
1.0,1.0,2900000.0,6.0,2.0,2.0,0.0,42.0,4.0,6.0,2.0,2.0
1.0,1.0,960000.0,4.0,4.0,4.0,0.0,27.0,5.0,2.0,1.0,1.0
1.0,1.0,1905000.0,3.0,1.0,1.0,0.0,34.0,4.0,4.0,1.0,1.0
0.0,1.0,2600000.0,5.0,5.0,5.0,0.0,41.0,4.0,5.0,2.0,1.0
1.0,1.0,1600000.0,3.0,3.0,3.0,0.0,22.0,3.0,5.0,2.0,1.0
1.0,1.0,1200000.0,0.0,7.0,0.0,0.0,26.0,5.0,5.0,1.0,0.0
1.0,1.0,1400000.0,4.0,1.0,4.0,2.0,36.0,2.0,2.0,2.0,3.0
1.0,1.0,2200000.0,25.0,17.0,5.0,0.0,50.0,4.0,4.0,1.0,2.0
1.0,1.0,1000000.0,1.0,1.0,1.0,0.0,38.0,4.0,1.0,2.0,0.0
1.0,1.0,1401382.51,4.0,3.0,3.0,0.0,36.0,2.0,6.0,2.0,1.0
1.0,1.0,1600000.0,3.0,1.0,2.0,0.0,32.0,3.0,7.0,1.0,1.0
0.0,1.0,1600000.0,0.0,0.0,0.0,0.0,33.0,5.0,10.0,2.0,0.0
1.0,1.0,2771975.0,17.0,5.0,5.0,0.0,43.0,2.0,5.0,1.0,2.0
1.0,1.0,1750000.0,2.0,0.0,2.0,0.0,28.0,3.0,1.0,2.0,0.0
1.0,1.0,2480000.0,35.0,5.0,5.0,10.0,59.0,4.0,1.0,1.0,3.0
1.0,1.0,1468203.0,3.0,2.0,2.0,0.0,21.0,4.0,2.0,2.0,1.0
1.0,1.0,5450000.0,9.0,19.0,9.0,80.0,45.0,3.0,5.0,2.0,3.0
1.0,1.0,1584000.0,14.0,0.0,14.0,0.0,42.0,5.0,4.0,0.0,2.0
1.0,0.0,4500000.0,28.0,15.0,8.0,6.0,46.0,4.0,9.0,1.0,2.0
1.0,1.0,2185000.0,3.0,2.0,1.0,0.0,36.0,3.0,5.0,1.0,1.0
1.0,1.0,2308000.0,5.0,1.0,1.0,0.0,26.0,2.0,6.0,2.0,1.0
1.0,1.0,3130000.0,7.0,0.0,0.0,0.0,33.0,3.0,10.0,1.0,2.0
1.0,1.0,3340000.0,5.0,5.0,0.0,5.0,29.0,4.0,2.0,2.0,3.0
1.0,1.0,2090000.0,21.0,1.0,6.0,0.0,41.0,2.0,3.0,2.0,2.0
1.0,1.0,1480000.0,17.0,2.0,10.0,0.0,45.0,2.0,3.0,1.0,2.0
1.0,1.0,3039697.0,5.0,3.0,0.0,0.0,32.0,2.0,8.0,1.0,1.0
1.0,1.0,1300000.0,3.0,0.0,0.0,0.0,36.0,2.0,3.0,2.0,1.0
0.0,1.0,3118921.6,6.0,3.0,3.0,0.0,32.0,3.0,6.0,2.0,2.0
0.0,1.0,2500000.0,5.0,4.0,4.0,2.0,30.0,4.0,2.0,1.0,1.0
1.0,1.0,4000000.0,15.0,13.0,13.0,0.0,33.0,4.0,2.0,2.0,2.0
0.0,0.0,813000.0,2.0,2.0,2.0,0.0,28.0,2.0,2.0,2.0,0.0
1.0,1.0,1650000.0,35.0,6.0,6.0,0.0,59.0,4.0,6.0,2.0,2.0
1.0,1.0,2915000.0,3.0,3.0,1.0,0.0,31.0,5.0,5.0,1.0,1.0
1.0,1.0,3500000.0,7.0,7.0,5.0,0.0,32.0,3.0,4.0,2.0,2.0
1.0,1.0,850000.0,0.0,0.0,0.0,0.0,27.0,3.0,6.0,1.0,0.0
1.0,1.0,1458000.0,2.0,0.0,0.0,0.0,24.0,4.0,4.0,1.0,0.0
1.0,1.0,3157500.0,19.0,14.0,14.0,1.0,39.0,5.0,3.0,2.0,2.0
1.0,1.0,2400000.0,3.0,0.0,0.0,0.0,33.0,2.0,4.0,1.0,1.0
0.0,1.0,1482000.0,4.0,1.0,1.0,0.0,53.0,3.0,2.0,2.0,1.0
1.0,1.0,865000.0,1.0,0.0,1.0,0.0,26.0,6.0,5.0,1.0,0.0
1.0,1.0,1218000.0,9.0,9.0,2.0,2.0,32.0,3.0,10.0,1.0,2.0
1.0,1.0,1200000.0,2.0,1.0,2.0,0.0,32.0,5.0,10.0,1.0,0.0
1.0,1.0,1300000.0,15.0,10.0,10.0,0.0,37.0,2.0,4.0,1.0,2.0
1.0,1.0,2000000.0,10.0,4.0,4.0,0.0,28.0,2.0,2.0,2.0,2.0
1.0,0.0,1150000.0,4.0,4.0,4.0,0.0,22.0,3.0,3.0,1.0,1.0
1.0,1.0,4120000.0,12.0,9.0,4.0,0.0,37.0,3.0,8.0,2.0,2.0
1.0,1.0,2700000.0,4.0,18.0,0.0,0.0,37.0,4.0,10.0,1.0,1.0
0.0,1.0,1687000.0,10.0,2.0,2.0,0.0,30.0,3.0,6.0,1.0,2.0
1.0,1.0,1200000.0,27.0,17.0,8.0,0.0,49.0,2.0,7.0,0.0,2.0
1.0,1.0,2600000.0,20.0,15.0,10.0,0.0,44.0,4.0,10.0,1.0,2.0
