dedicacion,contrato,salario,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,seniority,marvin_rol
Full-Time,Contractor,3200000.0,13,1,10,0,De 1001 a 2000 personas,100% remoto,39,Senior,3
Full-Time,Contractor,2100000.0,3,0,0,0,De 51 a 100 personas,100% remoto,29,Semi-Senior,2
Full-Time,Contractor,1070000.0,2,0,0,0,De 11  a 50  personas,100% remoto,23,Junior,5
Full-Time,Tercerizado (trabajo a través de consultora o agencia),3650000.0,8,3,3,0,De 101 a 200 personas,100% remoto,32,Senior,2
Full-Time,Staff (planta permanente),2300000.0,7,2,3,4,De 201 a 500 personas,100% remoto,39,Manager or Above,5
Full-Time,Staff (planta permanente),1879085.0,4,1,1,0,De 501 a 1000 personas,100% remoto,24,Semi-Senior,2
Full-Time,Contractor,6000000.0,6,0,6,0,De 201 a 500 personas,100% remoto,31,Senior,5
Full-Time,Staff (planta permanente),2657000.0,3,3,3,0,De 51 a 100 personas,100% remoto,43,Semi-Senior,2
Full-Time,Contractor,2814000.0,6,0,6,0,De 1001 a 2000 personas,100% remoto,31,Senior,3
Full-Time,Contractor,4100000.0,6,3,3,0,De 201 a 500 personas,100% remoto,27,Senior,2
Full-Time,Contractor,2160000.0,3,3,0,3,De 11  a 50  personas,100% remoto,37,Semi-Senior,3
Full-Time,Staff (planta permanente),2300000.0,1,9,1,40,De 101 a 200 personas,Híbrido (presencial y remoto),37,Manager or Above,4
Full-Time,Contractor,2550000.0,5,4,4,1,De 101 a 200 personas,Híbrido (presencial y remoto),36,Semi-Senior,2
Full-Time,Contractor,4280000.0,4,1,0,1,De 101 a 200 personas,100% remoto,27,Semi-Senior,5
Full-Time,Staff (planta permanente),2117479.35,5,0,5,0,Más de 10000 personas,100% remoto,29,Semi-Senior,3
Full-Time,Contractor,4280000.0,4,0,0,0,De 1001 a 2000 personas,100% remoto,24,Semi-Senior,2
Full-Time,Contractor,2200000.0,2,1,2,0,De 2 a 10 personas,100% remoto,51,Junior,2
Full-Time,Contractor,2120000.0,2,0,2,0,De 11  a 50  personas,100% remoto,30,Junior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1980000.0,4,0,4,0,De 51 a 100 personas,100% remoto,36,Semi-Senior,2
Part-Time,Contractor,900000.0,2,2,1,2,De 2 a 10 personas,Híbrido (presencial y remoto),26,Junior,2
Full-Time,Staff (planta permanente),3225000.0,6,3,1,4,De 101 a 200 personas,Híbrido (presencial y remoto),30,Senior,6
Full-Time,Staff (planta permanente),2500000.0,4,3,1,5,De 2001a 5000 personas,100% remoto,33,Manager or Above,4
Full-Time,Staff (planta permanente),3600000.0,4,0,0,0,Más de 10000 personas,100% remoto,27,Semi-Senior,3
Full-Time,Contractor,2100000.0,3,2,2,4,De 11  a 50  personas,100% remoto,23,Semi-Senior,4
Part-Time,Contractor,1300000.0,4,2,2,0,De 2 a 10 personas,100% remoto,35,Semi-Senior,5
Full-Time,Staff (planta permanente),3100000.0,5,2,5,0,De 201 a 500 personas,Híbrido (presencial y remoto),31,Semi-Senior,3
Full-Time,Participación societaria en una cooperativa,1800000.0,7,7,1,2,De 501 a 1000 personas,100% remoto,30,Senior,4
Full-Time,Contractor,5200000.0,6,2,0,2,Más de 10000 personas,100% remoto,35,Senior,6
Full-Time,Staff (planta permanente),2848812.75,8,3,3,0,De 2001a 5000 personas,100% remoto,38,Senior,4
Full-Time,Staff (planta permanente),2800000.0,10,1,8,0,De 501 a 1000 personas,Híbrido (presencial y remoto),34,Senior,4
Full-Time,Staff (planta permanente),1500000.0,22,3,22,3,De 11  a 50  personas,100% remoto,44,Manager or Above,4
Full-Time,Staff (planta permanente),2400000.0,4,0,0,0,De 101 a 200 personas,100% remoto,23,Semi-Senior,5
Full-Time,Contractor,805000.0,0,0,0,0,De 2 a 10 personas,100% remoto,30,Junior,6
Full-Time,Contractor,4410000.0,5,3,3,0,De 11  a 50  personas,100% remoto,29,Semi-Senior,2
Full-Time,Staff (planta permanente),2056000.0,3,3,3,0,De 501 a 1000 personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Staff (planta permanente),1798771.0,5,5,5,15,De 101 a 200 personas,100% remoto,34,Semi-Senior,4
Full-Time,Contractor,6000000.0,4,3,3,0,De 201 a 500 personas,100% remoto,40,Semi-Senior,5
Full-Time,Staff (planta permanente),1300000.0,10,8,2,3,De 11  a 50  personas,Híbrido (presencial y remoto),34,Manager or Above,2
Full-Time,Contractor,3000000.0,8,0,0,3,De 51 a 100 personas,100% remoto,36,Manager or Above,3
Full-Time,Contractor,3400000.0,3,1,1,0,De 11  a 50  personas,100% remoto,32,Semi-Senior,4
Full-Time,Contractor,1443750.0,3,3,1,0,De 201 a 500 personas,Híbrido (presencial y remoto),33,Semi-Senior,4
Full-Time,Freelance,2500000.0,22,22,22,2,De 2 a 10 personas,100% remoto,46,Senior,4
Full-Time,Freelance,900000.0,3,3,3,5,De 2 a 10 personas,100% remoto,35,Manager or Above,2
Full-Time,Contractor,4674416.0,10,1,1,0,De 101 a 200 personas,100% remoto,37,Senior,4
Full-Time,Contractor,1500000.0,17,0,0,0,De 2 a 10 personas,100% remoto,38,Senior,5
Full-Time,Contractor,4500000.0,10,4,1,4,De 51 a 100 personas,100% remoto,40,Senior,8
Full-Time,Staff (planta permanente),1500000.0,11,11,11,0,De 501 a 1000 personas,Híbrido (presencial y remoto),38,Senior,5
Full-Time,Contractor,3920000.0,4,2,2,0,De 101 a 200 personas,100% remoto,29,Semi-Senior,2
Full-Time,Contractor,4536000.0,12,1,1,0,De 11  a 50  personas,100% remoto,42,Senior,3
Full-Time,Staff (planta permanente),2500000.0,5,0,5,0,Más de 10000 personas,100% remoto,24,Semi-Senior,2
Full-Time,Contractor,3300000.0,4,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),25,Semi-Senior,6
Full-Time,Staff (planta permanente),1900000.0,4,1,1,2,De 1001 a 2000 personas,100% remoto,29,Manager or Above,6
Full-Time,Staff (planta permanente),4727184.0,5,2,2,0,Más de 10000 personas,Híbrido (presencial y remoto),28,Semi-Senior,3
Full-Time,Contractor,6000000.0,10,5,1,21,De 5001 a 10000 personas,Híbrido (presencial y remoto),34,Senior,4
Full-Time,Staff (planta permanente),3202655.0,13,6,2,0,De 201 a 500 personas,100% remoto,37,Senior,6
Full-Time,Staff (planta permanente),3552061.0,5,5,1,2,De 51 a 100 personas,100% remoto,27,Semi-Senior,4
Full-Time,Contractor,2200000.0,9,0,9,0,De 2 a 10 personas,100% remoto,32,Senior,4
Full-Time,Staff (planta permanente),3650000.0,6,4,2,0,De 11  a 50  personas,100% remoto,30,Manager or Above,4
Full-Time,Contractor,5280000.0,6,0,5,0,De 101 a 200 personas,100% remoto,33,Senior,4
Full-Time,Staff (planta permanente),1900000.0,5,5,4,10,De 11  a 50  personas,Híbrido (presencial y remoto),27,Manager or Above,4
Full-Time,Contractor,3000000.0,10,2,2,0,De 201 a 500 personas,100% remoto,35,Senior,3
Full-Time,Staff (planta permanente),2287000.0,16,3,10,1,De 2001a 5000 personas,100% remoto,44,Senior,3
Full-Time,Staff (planta permanente),3553716.0,17,1,1,0,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Senior,4
Full-Time,Contractor,3432000.0,10,0,0,0,De 11  a 50  personas,100% remoto,35,Senior,4
Full-Time,Contractor,1300000.0,3,1,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),25,Semi-Senior,4
Full-Time,Staff (planta permanente),3553716.0,17,1,1,0,De 2001a 5000 personas,Híbrido (presencial y remoto),40,Senior,4
Full-Time,Freelance,1500000.0,4,2,2,0,De 2 a 10 personas,100% remoto,27,Semi-Senior,4
Full-Time,Staff (planta permanente),2700000.0,3,0,3,1,De 51 a 100 personas,100% remoto,30,Semi-Senior,2
Full-Time,Staff (planta permanente),822734.22,0,0,0,0,Más de 10000 personas,100% remoto,29,Junior,3
Full-Time,Staff (planta permanente),1170000.0,5,5,0,0,Más de 10000 personas,Híbrido (presencial y remoto),44,Semi-Senior,4
Full-Time,Staff (planta permanente),1400000.0,3,3,3,0,De 11  a 50  personas,100% remoto,33,Semi-Senior,2
Full-Time,Contractor,4200000.0,5,0,0,0,De 101 a 200 personas,100% remoto,29,Semi-Senior,5
Full-Time,Staff (planta permanente),3256750.0,15,3,6,2,De 5001 a 10000 personas,100% remoto,38,Senior,5
Full-Time,Staff (planta permanente),1905000.0,10,5,5,0,De 201 a 500 personas,Híbrido (presencial y remoto),38,Senior,4
Full-Time,Staff (planta permanente),5500000.0,24,2,4,6,De 2001a 5000 personas,Híbrido (presencial y remoto),48,Manager or Above,4
Full-Time,Staff (planta permanente),2000000.0,12,2,2,0,De 201 a 500 personas,100% remoto,36,Senior,2
Full-Time,Staff (planta permanente),1854498.0,7,4,2,2,De 1001 a 2000 personas,100% remoto,28,Senior,2
Full-Time,Staff (planta permanente),2000234.0,10,0,0,0,De 5001 a 10000 personas,100% remoto,36,Senior,2
Part-Time,Tercerizado (trabajo a través de consultora o agencia),2074000.0,9,2,2,0,De 11  a 50  personas,100% remoto,32,Senior,3
Full-Time,Contractor,4240000.0,3,0,0,0,De 11  a 50  personas,100% remoto,26,Semi-Senior,2
Full-Time,Staff (planta permanente),2444000.0,2,2,2,0,De 201 a 500 personas,100% remoto,26,Junior,4
Full-Time,Contractor,2400000.0,6,1,4,0,De 51 a 100 personas,100% remoto,29,Senior,2
Full-Time,Staff (planta permanente),1566000.0,4,4,4,0,De 51 a 100 personas,100% remoto,37,Manager or Above,2
Full-Time,Contractor,2100000.0,17,0,17,1,De 501 a 1000 personas,100% remoto,40,Senior,2
Full-Time,Freelance,3500000.0,10,3,10,10,De 51 a 100 personas,100% remoto,44,Manager or Above,2
Full-Time,Staff (planta permanente),3500000.0,25,2,2,14,Más de 10000 personas,100% remoto,55,Senior,6
Full-Time,Staff (planta permanente),2800000.0,3,1,2,0,De 101 a 200 personas,100% remoto,22,Semi-Senior,6
Full-Time,Staff (planta permanente),3200000.0,5,3,0,0,De 201 a 500 personas,100% remoto,32,Semi-Senior,4
Full-Time,Staff (planta permanente),5900000.0,18,3,3,3,Más de 10000 personas,Híbrido (presencial y remoto),42,Manager or Above,4
Full-Time,Contractor,1200000.0,3,5,3,9,De 11  a 50  personas,100% remoto,27,Manager or Above,2
Full-Time,Contractor,3300000.0,3,1,1,0,De 11  a 50  personas,100% remoto,38,Semi-Senior,3
Full-Time,Contractor,3000000.0,5,2,2,0,De 101 a 200 personas,100% remoto,35,Semi-Senior,4
Full-Time,Contractor,3500000.0,3,1,3,0,De 2 a 10 personas,100% remoto,31,Semi-Senior,4
Full-Time,Staff (planta permanente),2800000.0,7,5,2,0,De 2001a 5000 personas,100% remoto,32,Senior,4
Full-Time,Contractor,3920000.0,3,0,0,0,De 11  a 50  personas,100% remoto,32,Semi-Senior,6
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,2,2,2,0,De 11  a 50  personas,100% remoto,31,Junior,5
Full-Time,Freelance,900000.0,8,4,4,0,De 2 a 10 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),2600000.0,16,2,4,0,De 501 a 1000 personas,100% remoto,43,Senior,3
Full-Time,Staff (planta permanente),5800000.0,10,9,4,5,De 501 a 1000 personas,100% remoto,35,Manager or Above,2
Full-Time,Staff (planta permanente),1031000.0,7,1,3,0,De 101 a 200 personas,100% remoto,38,Senior,2
Full-Time,Staff (planta permanente),1489620.0,2,0,0,0,De 51 a 100 personas,100% remoto,30,Junior,3
Full-Time,Staff (planta permanente),1680000.0,2,1,1,2,De 11  a 50  personas,100% remoto,32,Junior,2
Full-Time,Staff (planta permanente),1700000.0,20,3,8,0,De 501 a 1000 personas,100% remoto,45,Senior,2
Full-Time,Staff (planta permanente),2419678.62,7,1,1,0,De 5001 a 10000 personas,100% remoto,34,Senior,3
Full-Time,Contractor,1100000.0,2,2,2,0,De 11  a 50  personas,100% remoto,33,Junior,4
Full-Time,Contractor,1650000.0,3,0,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),35,Semi-Senior,2
Full-Time,Staff (planta permanente),4600000.0,6,13,6,4,De 501 a 1000 personas,Híbrido (presencial y remoto),36,Manager or Above,4
Full-Time,Staff (planta permanente),1977682.0,16,16,3,5,De 5001 a 10000 personas,100% remoto,46,Senior,5
Full-Time,Staff (planta permanente),2900000.0,6,3,3,0,De 201 a 500 personas,100% remoto,28,Senior,5
Full-Time,Contractor,900000.0,0,0,0,0,De 51 a 100 personas,100% remoto,36,Junior,3
Full-Time,Staff (planta permanente),1134200.0,4,2,2,0,De 51 a 100 personas,100% remoto,33,Semi-Senior,3
Full-Time,Contractor,3300000.0,6,2,2,0,De 51 a 100 personas,100% remoto,30,Senior,2
Full-Time,Contractor,2600000.0,3,1,1,0,De 501 a 1000 personas,100% remoto,37,Semi-Senior,3
Full-Time,Staff (planta permanente),5000000.0,15,10,5,0,De 2001a 5000 personas,100% remoto,49,Senior,3
Full-Time,Contractor,1060000.0,2,1,1,1,De 2 a 10 personas,100% remoto,28,Junior,2
Full-Time,Staff (planta permanente),2260000.0,3,0,0,1,Más de 10000 personas,100% remoto,31,Semi-Senior,2
Full-Time,Contractor,2000000.0,15,7,5,0,De 201 a 500 personas,100% remoto,39,Senior,5
Part-Time,Staff (planta permanente),1500000.0,4,1,1,0,De 2 a 10 personas,Híbrido (presencial y remoto),40,Semi-Senior,3
Full-Time,Staff (planta permanente),3308000.0,7,7,7,0,De 2001a 5000 personas,100% remoto,31,Senior,3
Full-Time,Staff (planta permanente),3779038.0,9,2,2,0,Más de 10000 personas,100% remoto,39,Senior,3
Full-Time,Tercerizado (trabajo a través de consultora o agencia),1610000.0,3,1,3,0,Más de 10000 personas,100% remoto,24,Semi-Senior,3
Full-Time,Contractor,1600000.0,3,1,3,1,De 51 a 100 personas,Híbrido (presencial y remoto),33,Semi-Senior,2
Full-Time,Contractor,3360000.0,14,3,3,0,De 11  a 50  personas,100% remoto,38,Senior,3
Full-Time,Staff (planta permanente),1798000.0,5,6,5,2,Más de 10000 personas,Híbrido (presencial y remoto),37,Semi-Senior,5
Full-Time,Contractor,2000000.0,2,1,1,2,De 11  a 50  personas,100% remoto,33,Junior,4
Full-Time,Contractor,3150000.0,5,0,0,1,De 51 a 100 personas,100% remoto,28,Semi-Senior,4
Full-Time,Contractor,1300000.0,5,4,1,0,De 2 a 10 personas,100% remoto,29,Semi-Senior,2
Full-Time,Staff (planta permanente),2300000.0,8,8,0,0,Más de 10000 personas,Híbrido (presencial y remoto),32,Senior,2
Full-Time,Staff (planta permanente),1050000.0,0,0,0,0,De 11  a 50  personas,100% presencial,26,Junior,2
Full-Time,Contractor,3710000.0,15,9,9,4,De 2 a 10 personas,100% remoto,34,Senior,2
Full-Time,Staff (planta permanente),3388000.0,9,0,0,0,De 201 a 500 personas,Híbrido (presencial y remoto),41,Senior,2
Full-Time,Staff (planta permanente),2100000.0,17,10,4,7,Más de 10000 personas,100% remoto,38,Senior,2
Full-Time,Staff (planta permanente),863000.0,2,2,2,0,De 11  a 50  personas,Híbrido (presencial y remoto),37,Junior,4
Full-Time,Contractor,813200.0,1,0,0,0,De 51 a 100 personas,100% remoto,34,Junior,3
Full-Time,Contractor,3710000.0,3,2,2,0,De 51 a 100 personas,100% remoto,28,Semi-Senior,2
Full-Time,Staff (planta permanente),4330000.0,14,6,2,0,Más de 10000 personas,Híbrido (presencial y remoto),45,Senior,3
Full-Time,Staff (planta permanente),3908000.0,4,0,4,0,De 101 a 200 personas,100% remoto,50,Semi-Senior,4
Full-Time,Contractor,5040000.0,7,4,4,0,De 51 a 100 personas,100% remoto,32,Senior,2
Full-Time,Staff (planta permanente),1900000.0,13,7,5,0,Más de 10000 personas,100% remoto,60,Senior,2
Full-Time,Contractor,1300000.0,2,2,2,0,De 11  a 50  personas,100% remoto,35,Junior,2
Full-Time,Contractor,1615500.0,3,2,2,0,De 11  a 50  personas,100% remoto,35,Semi-Senior,2
Full-Time,Staff (planta permanente),1390000.0,11,4,3,1,De 11  a 50  personas,100% remoto,47,Senior,3
Full-Time,Staff (planta permanente),3400000.0,8,6,1,20,De 101 a 200 personas,Híbrido (presencial y remoto),31,Manager or Above,3
Full-Time,Staff (planta permanente),3600000.0,12,0,3,0,Más de 10000 personas,Híbrido (presencial y remoto),32,Senior,5
Full-Time,Staff (planta permanente),3200000.0,18,6,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),39,Senior,2
Full-Time,Staff (planta permanente),2394755.0,10,3,3,0,De 201 a 500 personas,100% remoto,37,Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),2100000.0,6,0,0,0,De 5001 a 10000 personas,100% remoto,30,Senior,2
Full-Time,Staff (planta permanente),4717252.0,6,4,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),30,Senior,3
Full-Time,Contractor,5000000.0,12,2,3,0,De 51 a 100 personas,100% remoto,40,Manager or Above,2
Full-Time,Staff (planta permanente),1477000.0,2,2,2,0,Más de 10000 personas,100% remoto,35,Junior,2
Full-Time,Staff (planta permanente),1814260.0,4,2,2,0,De 5001 a 10000 personas,100% remoto,27,Semi-Senior,3
Full-Time,Staff (planta permanente),4000000.0,20,7,4,20,De 51 a 100 personas,Híbrido (presencial y remoto),40,Senior,3
Full-Time,Staff (planta permanente),4150400.0,6,3,2,2,De 201 a 500 personas,Híbrido (presencial y remoto),28,Manager or Above,2
Full-Time,Staff (planta permanente),1000000.0,15,1,1,0,De 201 a 500 personas,100% remoto,40,Senior,3
Full-Time,Staff (planta permanente),2640000.0,3,3,1,0,De 201 a 500 personas,100% remoto,28,Semi-Senior,2
Full-Time,Contractor,1442000.0,3,3,1,4,De 11  a 50  personas,100% remoto,29,Manager or Above,4
Full-Time,Staff (planta permanente),2963459.0,4,6,4,0,De 1001 a 2000 personas,Híbrido (presencial y remoto),32,Semi-Senior,2
Full-Time,Contractor,5200000.0,7,0,0,3,De 101 a 200 personas,100% remoto,25,Senior,4
Full-Time,Contractor,4620000.0,12,3,3,0,De 11  a 50  personas,100% remoto,31,Senior,3
Part-Time,Contractor,1300000.0,20,1,1,4,De 2 a 10 personas,100% remoto,50,Manager or Above,7
Full-Time,Staff (planta permanente),3000000.0,6,1,1,0,De 201 a 500 personas,Híbrido (presencial y remoto),26,Senior,6
Full-Time,Staff (planta permanente),3850000.0,8,3,2,0,De 201 a 500 personas,Híbrido (presencial y remoto),32,Senior,4
Full-Time,Contractor,1200000.0,1,0,1,0,De 51 a 100 personas,100% remoto,22,Junior,4
Full-Time,Contractor,4400000.0,4,0,4,0,De 2 a 10 personas,100% remoto,32,Semi-Senior,4
Full-Time,Contractor,3990000.0,6,2,2,0,De 11  a 50  personas,100% remoto,30,Senior,4
Full-Time,Staff (planta permanente),3272932.0,8,3,0,0,De 501 a 1000 personas,Híbrido (presencial y remoto),24,Senior,3
Full-Time,Staff (planta permanente),1675000.0,5,12,3,0,De 11  a 50  personas,100% remoto,42,Semi-Senior,5
Full-Time,Staff (planta permanente),3500000.0,35,5,5,10,De 501 a 1000 personas,Híbrido (presencial y remoto),57,Manager or Above,4
Full-Time,Staff (planta permanente),1445850.0,5,4,3,0,Más de 10000 personas,100% remoto,32,Semi-Senior,3
Full-Time,Staff (planta permanente),2185000.0,3,3,3,0,De 11  a 50  personas,100% remoto,29,Semi-Senior,5
Part-Time,Freelance,900000.0,3,3,3,0,De 11  a 50  personas,100% remoto,37,Semi-Senior,2
Full-Time,Contractor,4200000.0,12,0,6,0,De 51 a 100 personas,100% remoto,39,Senior,3
Full-Time,Staff (planta permanente),3200000.0,3,0,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),26,Semi-Senior,5
Full-Time,Contractor,1700000.0,2,2,0,0,De 1001 a 2000 personas,100% remoto,30,Junior,2
Full-Time,Contractor,6000000.0,5,3,0,0,De 101 a 200 personas,100% remoto,26,Semi-Senior,3
Full-Time,Contractor,2300000.0,3,0,3,0,De 11  a 50  personas,Híbrido (presencial y remoto),32,Semi-Senior,2
Full-Time,Staff (planta permanente),2500000.0,5,1,1,0,De 51 a 100 personas,Híbrido (presencial y remoto),22,Semi-Senior,5
Full-Time,Staff (planta permanente),1740475.0,4,3,3,3,De 501 a 1000 personas,100% remoto,28,Semi-Senior,2
Full-Time,Tercerizado (trabajo a través de consultora o agencia),5500000.0,16,1,0,4,De 11  a 50  personas,100% remoto,44,Manager or Above,5
Full-Time,Contractor,2100000.0,15,1,1,5,De 51 a 100 personas,100% remoto,40,Manager or Above,2
Full-Time,Staff (planta permanente),4100000.0,7,4,7,0,De 101 a 200 personas,Híbrido (presencial y remoto),28,Senior,3
Full-Time,Staff (planta permanente),850000.0,18,5,5,0,De 2 a 10 personas,100% remoto,41,Senior,6
Full-Time,Contractor,1442000.0,5,0,0,0,De 11  a 50  personas,100% remoto,50,Semi-Senior,4
Full-Time,Staff (planta permanente),1533000.0,4,2,2,0,De 2001a 5000 personas,100% remoto,25,Semi-Senior,6
Full-Time,Staff (planta permanente),1500000.0,6,0,6,0,De 501 a 1000 personas,100% remoto,30,Senior,3
Full-Time,Staff (planta permanente),1700000.0,6,0,6,1,Más de 10000 personas,100% remoto,29,Senior,2
Full-Time,Contractor,2310000.0,2,3,2,3,De 201 a 500 personas,100% remoto,26,Junior,3
Full-Time,Contractor,4500000.0,15,2,5,3,De 5001 a 10000 personas,100% remoto,39,Manager or Above,4
Full-Time,Staff (planta permanente),1269600.0,3,2,3,0,De 11  a 50  personas,100% remoto,43,Semi-Senior,2
Full-Time,Contractor,2500000.0,3,3,3,0,De 51 a 100 personas,100% remoto,34,Semi-Senior,3
Full-Time,Contractor,3400000.0,15,5,3,1,De 11  a 50  personas,Híbrido (presencial y remoto),34,Senior,3
Full-Time,Contractor,2970000.0,15,3,3,0,De 11  a 50  personas,100% remoto,42,Senior,2
Full-Time,Contractor,2717000.0,2,2,3,4,De 201 a 500 personas,100% remoto,23,Junior,4
Part-Time,Staff (planta permanente),4828824.0,16,12,6,5,De 51 a 100 personas,Híbrido (presencial y remoto),38,Senior,4
Full-Time,Contractor,6000000.0,7,4,4,0,De 101 a 200 personas,100% remoto,28,Senior,4
Full-Time,Contractor,4000000.0,6,0,5,0,De 101 a 200 personas,100% remoto,35,Senior,4
Full-Time,Staff (planta permanente),3457228.0,6,6,2,6,Más de 10000 personas,Híbrido (presencial y remoto),41,Senior,3
